longitude,latitude,incidence angle,velocity (cm/yr),standard deviation (cm/yr)
-91.6498979527627,47.7152589154652,38.648055670435,0.247878205172303,0.047654562658491
-91.6496573544825,47.7152936238061,38.2310737589521,0.042816820728805,0.04198153264385
-91.6496536062188,47.7149057682342,35.749438685522,-0.08323093871772,0.044187762933452
-91.6495207222963,47.7147938862079,35.9904606466199,-0.068109019748255,0.045270278455832
-91.6428679821999,47.6892950389296,38.36194780649,0.316992381692431,0.052193789391638
-91.642707695738,47.6895714651353,38.1817215213892,0.317124427197,0.050823482824842
-91.642909374749,47.6896691725828,38.2592722398584,0.216514497352337,0.045122327166411
-91.6498778261151,47.7167862455015,40.5122223661869,0.35470759871261,0.048415107447726
-91.6427040391416,47.6895702580481,38.1467267818828,0.389937771826255,0.04682565913937
-91.6428542064708,47.6896756311003,37.809394934318,0.332484494519254,0.047148610068497
-91.6429053658247,47.6897960816085,37.6565994424653,0.35498138747555,0.042503047645905
-91.6495278992265,47.7154214529758,37.7917016538058,-0.174877256742155,0.048125534147246
-91.6428416037818,47.6895478018317,37.9077721359147,0.443164557360252,0.043992577293759
-91.6428297097926,47.6896776303148,37.5395569063182,0.436564438170295,0.043602067036992
-91.6427236729777,47.6898216771367,37.1713416767218,0.433946226544052,0.042417224805975
-91.6430228326388,47.6905405819902,38.6495502429096,0.662301873658209,0.041295126816811
-91.6429944195889,47.6906727034751,39.1909507343202,0.513435644108405,0.039981106947767
-91.6429746108045,47.6908035588586,39.585227078718,0.485563350062171,0.034905456573245
-91.6430126810645,47.6905403214725,38.9189289879692,0.735750919860715,0.035705885222581
-91.6430255845598,47.690666202946,39.4603294793798,0.518738129788897,0.037865051465088
-91.6431168025551,47.6925697507889,42.6472056940672,0.175598743237303,0.04788587449725
-91.6499650540201,47.7168911597634,42.2373883104075,0.178335854638257,0.064989036238167
-91.6427698741034,47.6900607115684,38.7612180959216,0.476848953938898,0.037616981415754
-91.6430069837307,47.6929668224808,41.6191030506314,0.06126056519815,0.049331155715402
-91.6500979608158,47.7169964526989,40.3453046330581,0.35470759871261,0.048415107447726
-91.6429891638546,47.6929680219716,41.9891866212632,0.109886784583505,0.04181510498555
-91.6427417915634,47.6905725993486,39.2013586220398,0.684985499645765,0.042907603448626
-91.6428537962478,47.6934990311578,42.6188146304828,0.015996263060734,0.052445997112921
-91.6477494063529,47.7106824548057,38.4905526264215,0.196004001213584,0.054561080427794
-91.6429274741713,47.6919514795806,42.7394456728586,0.184624364805519,0.040286556112796
-91.6427657297496,47.6918464925689,41.586591815574,0.317151312132723,0.034474342698267
-91.6424951583879,47.6911169929597,39.997313434444,0.311472104263777,0.030415580673013
-91.6419889524343,47.6885033916024,38.800674164116,0.131495622663933,0.04511956286047
-91.6426788181299,47.6922382450315,38.5082929015258,0.528302717537752,0.032685209602009
-91.6430986323136,47.6947330371434,39.978715151424,0.530306252644515,0.064995226685788
-91.6483389411132,47.7140391767631,41.428991195978,-0.097762722135735,0.059078380441089
-91.6418832348779,47.6888985104487,40.8359580765043,0.167947992075476,0.049574865857774
-91.6427913227139,47.6915763572433,37.4572090642755,0.389477958785286,0.033543046157094
-91.6417250817069,47.6898136279991,38.3360575203273,0.168287381985784,0.051871522068464
-91.6429316152584,47.6955173556164,39.925796663649,0.394044496093573,0.063629380525575
-91.6423840247489,47.6920160121106,34.7951665623054,0.550376981164804,0.036407242572472
-91.6483207839446,47.7154415490059,46.0321267449364,0.133328881437311,0.047116085305126
-91.6411893187046,47.6873312612198,38.9515926623765,0.532728274065797,0.030840948940501
-91.6418615876919,47.6896597984765,39.2425249534995,0.146716288770424,0.047234821300059
-91.6431196465555,47.6954855834364,39.8497775133772,1.06281997413764,0.040386676253669
-91.6477604041207,47.7111728782843,43.0862661051427,0.341843307508629,0.041329115580053
-91.6475907484107,47.7117119338739,41.8640223176694,0.406283883376355,0.042109523546296
-91.6484193102412,47.7151668552,44.4601124658779,0.059970195025603,0.044589587504227
-91.6477423915799,47.7124528614399,38.8632106442046,0.508047402383861,0.037604497354185
-91.6485791452311,47.7159119193928,48.7883652043492,0.018683039897805,0.04317582544686
-91.6413564168932,47.6881976300821,36.3447145075966,0.292481454057353,0.034418492218228
-91.6418082383635,47.6896627623627,40.2261377104729,0.110345750624294,0.044762993081861
-91.6425958296369,47.6927451677008,37.4835143334939,0.757230397890269,0.036485478134799
-91.6430290841226,47.6958775034731,39.4250189106713,1.23168458801612,0.045321096293968
-91.6472138064413,47.7108644347451,43.284955192278,0.187245098733468,0.041733011533826
-91.6411138248971,47.6879751972366,36.4365099522212,0.493348423782849,0.02905972817379
-91.6417185829333,47.6900574691524,41.0575524522983,0.04634359549354,0.04342327642335
-91.6471454409401,47.711129595713,42.1595108092737,0.576245861127679,0.040411159711806
-91.6428825103098,47.6961505217545,38.5584104142555,1.04991534752723,0.045925583615592
-91.6485537792979,47.7169356148252,39.7437148228194,-0.247112247896097,0.060269215983356
-91.6419465631248,47.6914285772451,39.2150180262124,0.330974840809068,0.035762117870985
-91.6419487132675,47.6916838030323,37.7463903343089,0.573392768899172,0.032158296961771
-91.6432614751676,47.6977553525136,39.9232388081683,0.895326905147514,0.038325974336416
-91.647197871486,47.7120161786685,37.9769748673326,0.569251870911068,0.039776786971858
-91.64777549663,47.7132053288527,40.5210146605787,0.155741154304275,0.046634927712991
-91.6428900447363,47.695890134066,39.58380675908,1.10588087917596,0.043731333723027
-91.6428360006245,47.6962817839321,37.9201597551269,0.910800110088418,0.058342261417901
-91.648449724847,47.7174660014259,38.1373463135985,-0.355076797152927,0.062961271343236
-91.6410831981551,47.6884830262989,39.8617401849298,0.26612228995353,0.033396666801126
-91.6462348650124,47.7084429783688,42.6639476459225,0.145004106530949,0.029485406238955
-91.6464726417774,47.7094286864385,39.704024357765,0.099319560552757,0.036502774185386
-91.6466352280735,47.7106859326572,41.4002724777557,0.022356754423503,0.046567333488119
-91.6404616026249,47.6863967334009,45.5260376416147,0.788221366682658,0.033803242788181
-91.6402885447539,47.6865508999431,45.5400401605668,0.788221366682658,0.033803242788181
-91.6481010522706,47.7159708303538,44.8289515349542,-0.016877983460112,0.048491940053432
-91.6410566564,47.6882274438146,40.4662377811989,0.266998117798424,0.032759114638394
-91.6422754643211,47.6935473887347,38.2142466328271,0.89803478536251,0.037708047049322
-91.6465599760702,47.7112062778707,38.018950163708,0.586559174129662,0.036754454059908
-91.6424667746335,47.6951776136129,37.3067782964827,1.14971680519144,0.035447832996331
-91.6470713548201,47.7120242444549,34.42579086648,0.685344947664528,0.036086386117536
-91.6472723002682,47.7126323716377,40.5752284500769,0.474145114067013,0.035971542892773
-91.6481116901395,47.716478046904,42.8190856548651,-0.065560372815541,0.049834351033152
-91.641229832855,47.6907571905586,40.8815767714435,0.065451266292879,0.043278607462036
-91.6417798130411,47.6924650329732,41.2638674641028,0.610874785884747,0.030497941193978
-91.6466561642385,47.7122127733569,35.4821879000613,0.714359595192613,0.033500783287991
-91.6477624323799,47.7148622963986,47.7603648433197,0.079960561896373,0.050214175887152
-91.6479777983317,47.7164965736663,41.8257250231459,-0.319376098955727,0.06202645246755
-91.6413355144184,47.6908678605971,40.9326799205601,0.10529450700238,0.039138692982151
-91.6421488065482,47.6948384373791,35.151025099632,1.23966959079878,0.045627758014184
